"ID"	"S01"	"S02"	"S03"
"GSM3374350_response"	0.00533355027604923	0.0578963945779898	0.0446524952844282
"GSM3374352_response"	0.134390348997324	0.130086251133305	0.0417126738057721
"GSM3374356_response"	0.065129239466742	0.137802142580974	0.108377631072905
"GSM3374362_response"	7.78994964832266e-15	0.101353390239964	0.515157829688328
"GSM3374366_response"	0.149708341595459	0.112523407411583	0.152387330302555
"GSM3374368_response"	0.163758322054924	0.161553253874359	0.32917888580413
"GSM3374369_response"	0.215681246704891	0.11622167635617	0.1282301489082
"GSM3374370_response"	0.0151519910129354	0.00714746036852086	0.0273527784002632
"GSM3374386_response"	4.67451925515793e-11	0.299682181963076	0.0643870677019108
"GSM3374396_response"	0.179044019950597	0.0575958786221359	0.0941201448452042
"GSM3374401_response"	0.0176021669457871	1.28131613970587e-14	1.28131613970587e-14
"GSM3374412_response"	0.140668410951526	0.114612271249669	1.5604395059822e-14
"GSM3374413_response"	0.205709047155526	0.135319284208246	0.0166674981931939
"GSM3374414_response"	0.0658880636682925	0.0600479240888165	0.192297571159382
"GSM3374415_response"	0.0611597111174671	0.0261907392545444	0.0035552023381048
"GSM3374353_non"	0.316402542022647	0.134048208698013	0.0197461095001072
"GSM3374354_non"	0.0569254573718316	0.209440969239204	0.280857255890523
"GSM3374355_non"	0.201426120069317	0.195710462317035	0.0371017620461147
"GSM3374357_non"	0.0507794191583522	0.000444781858446968	8.34267379593246e-15
"GSM3374358_non"	0.0621782921979312	0.104499611127367	0.0596733951305261
"GSM3374359_non"	0.0726840553555289	0.0297386541435952	1.12732877656725e-14
"GSM3374360_non"	1.33153026089936e-14	0.00696751964320322	0.0623012011742721
"GSM3374361_non"	0.15769283515124	0.0230444009374324	0.0348706122093784
"GSM3374363_non"	0.433004637943613	0.0213470447364342	0.062485404001569
"GSM3374364_non"	0.00315549142674244	0.0174203146600921	9.56801210207067e-15
"GSM3374365_non"	0.134064059751292	0.0413864853162929	0.115307510379456
"GSM3374367_non"	1.54930465080309e-14	1.54930465080309e-14	0.0406669130482843
"GSM3374371_non"	0.0848772223735641	1.33760759238226e-14	0.0244524251078642
"GSM3374372_non"	0.110503241428664	0.0508246639564475	0.0694826402056692
"GSM3374373_non"	0.0499287581270533	0.0171228481463647	0.0636991641653507
"GSM3374374_non"	0.0700672828979896	0.0155767431739723	0.167677299607031
"GSM3374375_non"	0.328099029922985	0.0539914674920504	1.50817841075985e-14
"GSM3374376_non"	0.0602561294538911	0.0541422800030661	0.0568409395816731
"GSM3374377_non"	0.102251369335579	0.0468539232233267	8.34057545292102e-15
"GSM3374378_non"	0.276876510158124	0.0739628235588267	0.0399847874486691
"GSM3374379_non"	0.0357243795851151	0.00382585209740253	0.0191267565861703
"GSM3374380_non"	0.122004983096461	0.184133188140097	0.29064160419008
"GSM3374381_non"	0.0270318233139926	1.01396420380449e-14	0.0230989410865633
"GSM3374382_non"	0.0132507089909087	1.11235185727238e-14	0.0180779343116492
"GSM3374384_non"	0.0125092545006338	0.0281678090458444	0.113681453514658
"GSM3374387_non"	0.015217583664477	0.0236655700849531	0.103050708637238
"GSM3374388_non"	8.24800286714712e-15	0.286325831404228	0.0590082576207899
"GSM3374392_non"	0.0468998948650031	0.0307540915054687	0.0583491968288292
"GSM3374394_non"	0.037232930721937	0.0122320518450438	1.17922211893931e-14
"GSM3374398_non"	0.0237889723662617	0.00186138114436118	0.0115068816103286
"GSM3374400_non"	0.0241971178863424	0.0560919831864189	0.00282624873534172
"GSM3374402_non"	0.0149951869289599	0.0288657560063402	0.179677083262026
"GSM3374403_non"	0.0409273098045179	0.071132717064545	0.200000949536571
"GSM3374404_non"	0.0827961183610384	0.00136232064858211	1.18831574800111e-14
"GSM3374405_non"	0.438019099218683	0.116060452519896	9.93759427074121e-15
"GSM3374406_non"	0.189913567403029	0.0335158360089	1.23910471324241e-14
"GSM3374407_non"	0.215851045540778	0.0399402303633641	0.00741130266688314
"GSM3374408_non"	0.050895983248388	0.269947284554079	0.0605322734499793
"GSM3374409_non"	0.22055123931684	1.32540704577111e-14	0.0634200640932893
"GSM3374410_non"	0.324678596264864	0.111206931000755	0.112641212114347
"GSM3374411_non"	0.276841804769047	1.20698408299435e-14	1.20698408299435e-14
