"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"
"GSM3374382_non"	0.0667203473703756	0.244910283796025	0.185416618809987	0.0359493935959169	0.304016121236524	0.0670355979541304
"GSM3374384_non"	0.129687024555458	7.48492056431207e-15	0.0103612971390971	0.0522327864178677	0.255255017115034	0.197473769801044
"GSM3374387_non"	0.0584829070228265	8.68650104509925e-15	0.0323319341727554	0.159957694564512	0.106570238306593	0.354131998183039
"GSM3374388_non"	0.0442754381508374	0.174527808455834	0.595410383946848	0.094519366860597	0.00230078887698669	0.0889117233657497
"GSM3374392_non"	0.123406693947911	0.00908922041876617	0.0489378920027481	0.00257294393577512	0.0285208118742295	0.229900345813917
"GSM3374394_non"	0.0281793365874264	0.220235879588281	1.2134880425992e-14	1.2134880425992e-14	0.370916812630514	0.0251050468231331
"GSM3374398_non"	0.117490783155819	8.17004912200431e-15	0.0925467424295711	0.0656521331257024	0.239761138363247	0.0794372080059307
"GSM3374400_non"	0.264749313299561	1.26491704454889e-14	0.0642923500021084	0.0598131879385111	0.170803398664103	0.179250704641577
"GSM3374402_non"	0.321786126766658	1.37853045957358e-14	0.015781837171386	0.126191105168746	0.104215040679768	0.15227973001227
"GSM3374403_non"	0.314003576937367	1.38096905075008e-14	0.00908976250872278	0.110927188699209	0.10926475155068	0.167781302344266
"GSM3374404_non"	0.00865239342215858	0.136748659602981	9.18359151240037e-15	9.18359151240037e-15	0.224030781852408	0.19037149981514
"GSM3374405_non"	0.0146270262019307	0.452390607685915	0.0815670635205144	6.44659640666765e-09	0.0845064869349984	0.273255890215273
"GSM3374406_non"	0.00377882446606765	0.430991663459298	1.07449524793018e-14	0.000974511881937133	0.152809117717282	0.215466790236428
"GSM3374407_non"	0.0149683261759358	0.295436895709996	0.00688766905200424	0.0265719390679086	0.195980461365784	0.323074482895715
"GSM3374408_non"	0.114051332660116	0.263621781497431	0.380796672449137	0.107715733319381	0.0614969419735258	0.0475602843584323
"GSM3374409_non"	0.141879566973401	2.69134650032249e-06	0.0131084243029086	0.0785895498682705	0.026460887334829	0.184122032959145
"GSM3374410_non"	0.0371616765756259	0.173508792187788	0.263953225156503	0.0912631671092105	1.25214589358414e-12	0.288976439707121
"GSM3374411_non"	0.0412199825444974	0.398011447789139	1.13243489906391e-14	1.13243489906391e-14	0.155491018954703	0.236732829539062
