GeneSymbol	GSM3374350_response	GSM3374352_response	GSM3374356_response	GSM3374362_response	GSM3374366_response	GSM3374368_response	GSM3374369_response	GSM3374370_response	GSM3374386_response	GSM3374396_response	GSM3374401_response	GSM3374412_response	GSM3374413_response	GSM3374414_response	GSM3374415_response	GSM3374353_non	GSM3374354_non	GSM3374355_non	GSM3374357_non	GSM3374358_non	GSM3374359_non	GSM3374360_non	GSM3374361_non	GSM3374363_non	GSM3374364_non	GSM3374365_non	GSM3374367_non	GSM3374371_non	GSM3374372_non	GSM3374373_non	GSM3374374_non	GSM3374375_non	GSM3374376_non	GSM3374377_non	GSM3374378_non	GSM3374379_non	GSM3374380_non	GSM3374381_non	GSM3374382_non	GSM3374384_non	GSM3374387_non	GSM3374388_non	GSM3374392_non	GSM3374394_non	GSM3374398_non	GSM3374400_non	GSM3374402_non	GSM3374403_non	GSM3374404_non	GSM3374405_non	GSM3374406_non	GSM3374407_non	GSM3374408_non	GSM3374409_non	GSM3374410_non	GSM3374411_non
LOC283177	120.392731331587	111.306200110939	127.655788823329	117.93844326672	204.717312839338	143.366190705269	148.793787472259	171.885771337715	123.181140749415	179.678195184553	142.823123966349	146.821860798804	210.860932243465	245.563922917532	214.780509644588	125.565428907119	127.515086120522	120.836061633812	227.262556161425	226.719489422505	223.761320027332	215.974337605679	245.934977839461	143.030395858228	132.077972149523	226.926761314383	156.955769159485	240.852134615641	272.264089583103	246.252275270997	239.475406232461	221.56122391682	237.111606040335	157.484757058041	224.88133229512	189.345217705482	167.821152173619	245.085274473993	126.964566787309	137.664858460665	139.864954571176	130.884144188432	113.211916392675	140.984966838965	123.397274839363	153.215240584179	211.411451576678	192.576753880157	279.09893102325	262.213890540132	232.690152928415	254.488029420061	173.913553021782	230.71822625496	261.150508433214	161.667557461377
TRIM69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC728613	632.544807045868	536.152328609207	822.490920552345	518.833261776768	601.99070908751	593.665501861475	718.141227559255	549.504236612379	522.882153566393	855.228234412447	621.067497432625	581.529503786585	526.214924484608	572.005574298226	859.871171732702	797.911216035632	635.567547910955	531.789250118704	746.258792536698	524.498050734168	564.904315571987	681.642072277766	833.994196407556	506.278968516282	602.763541791476	507.060712705578	917.503579848626	635.653022143267	584.69247496883	887.335970574943	973.213203555247	548.302939888236	837.157167589801	854.455401708482	570.026227931374	611.405724782158	801.96892923335	846.130194482447	873.532190053597	1001.73242538533	1020.50254856368	902.972859358714	607.40647911173	885.009499666839	952.38683796234	1011.20835375822	663.062459998229	817.369008192959	579.2340077625	863.87041740313	685.501978318009	831.698700383471	824.470266919197	888.032240531926	918.030714970655	791.291704136316
WARS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LAMC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CKAP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STOM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LGALS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GPNMB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
