GeneSymbol	GSM3374350_response	GSM3374352_response	GSM3374356_response	GSM3374362_response	GSM3374366_response	GSM3374368_response	GSM3374369_response	GSM3374370_response	GSM3374386_response	GSM3374396_response	GSM3374401_response	GSM3374412_response	GSM3374413_response	GSM3374414_response	GSM3374415_response	GSM3374353_non	GSM3374354_non	GSM3374355_non	GSM3374357_non	GSM3374358_non	GSM3374359_non	GSM3374360_non	GSM3374361_non	GSM3374363_non	GSM3374364_non	GSM3374365_non	GSM3374367_non	GSM3374371_non	GSM3374372_non	GSM3374373_non	GSM3374374_non	GSM3374375_non	GSM3374376_non	GSM3374377_non	GSM3374378_non	GSM3374379_non	GSM3374380_non	GSM3374381_non	GSM3374382_non	GSM3374384_non	GSM3374387_non	GSM3374388_non	GSM3374392_non	GSM3374394_non	GSM3374398_non	GSM3374400_non	GSM3374402_non	GSM3374403_non	GSM3374404_non	GSM3374405_non	GSM3374406_non	GSM3374407_non	GSM3374408_non	GSM3374409_non	GSM3374410_non	GSM3374411_non
IL17A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XPNPEP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FCGR1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C1QA	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036	1235.85313845036
MAP4K3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KANK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MST4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARP12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAFB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKCH	559.994110698063	584.941473150738	560.6508974101	558.042822183767	582.283481804341	580.472398168745	547.499450014974	524.676450192525	591.592556146828	567.096683453213	547.889152693569	568.606577243199	566.145077473025	523.391256222982	523.077831561223	572.637236584703	566.783258791454	583.729851149937	522.209112646913	567.658434142513	513.492799805824	528.589409973694	520.820877132484	595.335006306873	529.239488408917	523.729522263736	516.288683467831	546.95922031502	521.044853604729	504.181701686365	510.59494479349	518.23557079064	519.666588783962	508.105069343436	567.434949493967	515.03608011946	524.901150012967	568.381877422757	564.526304362715	532.632123144562	554.024098987221	587.302549246494	510.445105780832	540.690338595584	559.08200911386	538.46700279599	522.439650242794	523.953006912281	576.337550374794	572.294837203926	572.944915639148	561.940998020871	586.875147784358	516.945470179868	582.172430026222	556.887575838069
MOSPD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASRGL1	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139	1525.38855273139
SOBP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECHDC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MICALL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HERC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLAMF8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HPSE	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678	764.528754269678
TMEM45A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PXMP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CEP72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNJ16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGPAT4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM36	311.093742534469	200.25337317063	207.276494837709	325.369327736315	259.955084689856	246.610749984113	237.01654727752	315.941414433367	323.665579528801	203.102900421167	222.740962075674	221.354813619619	211.843291075312	348.307865148651	302.249368692152	200.812154977423	296.16678211496	202.473659212831	261.524904727029	261.454279600983	241.421816510621	382.303116681007	349.877685185824	300.14114787109	299.748255864597	349.807060059779	328.377224739706	380.237743085528	369.55873179064	364.434431423382	358.673980976619	282.337946544922	373.617649689879	375.703081238357	373.97639027458	352.815776245432	329.106873680732	207.455261071464	196.912088772289	290.691585177903	273.402086755757	264.462995786637	365.129156563175	235.312799070006	240.754093221937	309.707594078414	296.137153634867	302.241773677384	334.963530442908	240.024444280911	227.588633974572	211.395475405802	270.321200517824	329.774596969416	386.694487931045	194.232524563459
DHRS9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HERC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FHL5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HRASLS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VCAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PILRA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRPS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM122B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNX24	1278.20531232405	1485.77675817388	1507.55815985797	1150.56033275167	1479.53846266609	1356.09522061064	1300.67270788716	1314.50472574511	1216.36843184077	1393.10599683991	1412.84570971888	1237.70977860027	1305.61132738983	871.387477313742	995.502042625689	1551.27542790057	1406.75342273131	1494.79405020469	1264.81960436788	1329.77382941307	1405.98627137386	910.463396008657	898.852349574519	1210.68496126409	1057.14622185319	1086.3123354218	958.544207879459	937.221390053895	912.067585927977	974.13933359009	1274.97183871458	938.286230070809	841.727301610549	1003.240455116	806.878262087136	1063.25671211551	1029.56184631356	1330.59468662347	1263.75476435097	951.671938026976	963.694051956115	1383.67959615027	990.405452677638	1421.10173568041	1094.56836138334	1004.0613123264	962.699441111706	979.077953092755	931.489973752169	1316.93882697471	1495.50705849923	1356.88445644617	1289.23281540878	1066.57262254284	825.531116649272	1285.07758217653
IL18BP	1218.01373276985	1483.76596959208	1467.82234369862	1619.14758485186	1479.57639295407	1568.47354032874	1467.25065343618	1061.73069818753	1510.51276388252	1548.07531202831	1218.5854230323	1502.36538703463	1557.7563729869	1556.21511861139	1347.67531152307	1494.96466465883	1435.64546931105	1556.12745206667	1249.5764069889	1512.67379775058	1596.9122321894	1234.52904892575	1190.73592449138	1560.20453952018	1349.27691260528	1478.06172483526	1259.22445297776	1313.43923800193	1425.10125889783	1228.82480416893	1504.38428619058	1275.47641033482	1298.83839136198	1229.33735444527	1263.43687708425	1144.83046390171	1481.57839696701	1253.12846636831	1232.34147630068	1324.33773020416	1250.38000201294	1200.8050443027	1149.73176757662	1217.62695672097	1091.82599711516	1186.40854864472	1581.84365167905	1401.62400252595	1197.837851491	1450.04196496902	1447.07477215732	1494.61803207351	1499.61692267926	1179.8537591403	1439.9728451577	1478.5742751116
FAM107B	4393.0294535175	5542.98531334333	4354.87366735188	5669.2022319264	5694.36711479474	6239.75903266187	4981.07977155477	4998.48451680333	5853.48294502745	5582.72302757572	4293.17561881748	5710.6044470614	5576.90092387484	4372.83346640895	4727.00394610266	5267.41629899017	4822.88636889931	5566.13541177117	5740.53938851241	6064.75872192829	5749.44001119922	4437.90974571404	4704.08385500777	5942.66342696706	4419.39253740055	5784.53966495961	5959.80547785412	4102.23125997392	4472.94759766511	3933.44465807298	3880.68871381394	4490.72969398656	3740.13964361015	3967.51327303944	4192.60691519788	4796.97826496442	4534.72997043376	4327.09122934899	5722.75729219096	4332.91333304987	4292.72765572269	6026.03425118048	3944.9948585103	5587.95196759468	5953.89354953363	4451.65448335157	4585.10649047267	5262.5837954408	5701.46417787743	5604.68336187773	5622.6431609348	5642.83914804335	5687.7194402399	4045.77042797227	4316.32571724531	4338.14227306882
ANKH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARP9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MS4A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TNFSF13B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARVG	436.799030453714	627.749362713142	577.885899782332	402.413301796575	609.635154673224	593.046392825318	590.468742995231	11.9373450013294	702.065028156009	294.993996095017	205.859604519354	419.364493827671	646.767698563901	395.704859191741	411.578566458023	656.165929267495	579.252013053889	663.246536411264	186.994946103144	136.600514434546	7.43869193523545	229.849215873333	35.0853320698427	697.896047178416	58.2289610691593	260.685413483225	56.2800730894767	339.763638457244	217.266372660434	1	43.0699665543123	263.002663557868	191.129507125108	338.630350728884	363.066857392282	76.1795033318159	452.388467601924	14.0111681693388	41.7937746746769	1	30.3642439772115	551.749034247006	1	91.7689404800255	232.426865703419	58.7449667057721	297.914542440728	323.918693559037	218.632485931991	642.326918962034	623.622190679766	547.614473225043	707.386061909362	418.848488191058	566.479131641252	497.220041556444
ITLN1	51882.4824673594	60047.3718069509	37608.7992897357	20268.0695856848	54151.4546030228	43184.0392151625	38897.9208193164	20668.6826307522	40324.5006607638	51097.43063806	46340.9192553361	57494.1909054308	41872.5322196059	2318.6487047814	51481.8694222921	48190.4318409338	26745.4104490849	52941.0720645386	48652.4419484901	48512.3521092871	47248.5253606777	10658.7323829987	4929.39047844939	63473.8083949447	19883.6308014527	25804.6604351278	28836.6798629956	1201.48017358827	12192.0235124287	11705.82992288	5327.87586323009	17438.6421118829	2851.89488580764	1859.79151755971	9110.70082415657	16034.7255240704	24054.8232976086	43405.823349036	42919.6297594873	63629.0798468028	3255.41559483513	7839.39243456721	3312.37007729069	57939.5897959005	15127.1194187288	17298.5522726799	22385.5835719028	20905.9579174263	30008.3013736846	55368.0455595157	55905.2748644454	52119.7577540335	16976.6320043266	6394.99945312846	11970.2393785553	32959.9676599854
C1QTNF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MS4A6A	2890.75906140256	3738.19607967676	3616.88222894104	3605.45595774631	3564.03206214821	3663.30598916724	3552.34325031469	2886.2093733532	3378.99439937431	3387.56059141128	2945.67168517229	2846.22138419684	3329.1539505231	2707.16827212905	2444.36843925388	3483.31773763348	3747.41462792674	3631.24730061167	2752.485545686	3121.1385912243	2936.6152370314	2543.97826248827	2470.29609083246	3425.18862719014	2574.72452838546	3052.66966356091	3103.36606132206	3093.02456885586	2518.24009777332	2489.9911535275	2620.08573745202	2902.13215444687	3110.79877400424	3042.81306226893	2816.88740288312	2815.83486605852	3415.33202589817	3318.19064880153	3046.10045901826	2857.55397074124	3006.47543574507	3513.45255197613	2688.44691667106	3015.04162778205	2961.89248712275	2949.76383352678	2485.035007112	2357.53509325254	3023.34338354288	3475.8850249513	3395.86234717212	2992.60470108125	3309.13420066064	2956.63498689386	2921.45214914933	2862.51011715673
AGPAT9	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588	510.900530692588
FKBP5	2409.70703862861	2830.35534981417	2797.99877911363	1706.01524585213	3089.03251591872	4241.98541419305	2433.4522975466	1208.15531844024	3200.28920732873	3732.03963948147	2384.03172946938	3297.5326612162	976.570801227338	1928.90279084368	1291.14144978834	1283.1869667232	1413.58201427718	2780.97341504634	2393.85999000236	1384.08197549584	2883.88082507475	1743.93992286812	1466.97816150427	2477.14271233098	1375.71293939051	1042.34896616864	3139.1514832534	1428.77657062537	2791.50248196883	1238.6908247401	1277.08239663618	1027.45912085331	2610.8194501218	1417.92617294721	1005.71232815399	2573.60729228555	2671.82706214137	1418.89915139026	2475.48520356991	1255.2564384437	1223.88406224093	2439.73645260708	1006.60021520581	1298.58856965857	960.723752601084	1177.68321272053	1347.83717764507	1358.36624456756	1000.31606014533	2724.27768718961	1140.47105488428	2998.54712882803	2725.95299078335	1044.00647492971	1655.89627851745	950.895492068106
SMAD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1QC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMOTL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANTXR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARM1	19021.239244694	23492.1643578168	20677.2272638176	8810.43974898008	20478.7691261413	19290.8005671028	16457.3550167104	11750.2094850771	17607.8744827375	21962.9572821011	19817.3805024005	18459.9314949596	19203.0370056911	8222.43632715841	16733.1236826812	24402.236130258	10498.4713656641	23397.9022852186	19425.4891444046	18529.2252298663	21372.7132271375	14615.2393955333	8717.74451991324	18649.6513201375	10276.0192269506	14739.2482632012	18412.828351798	10094.2214659535	9665.66049841504	8370.77213215509	8251.50933261758	11331.8656350622	6548.200572777	7409.23775895596	7633.65100820215	9806.2548879023	9937.96658815949	22808.6303808769	21676.1926335525	10363.7827883623	9485.8105730575	9532.91371621913	12412.7885335798	20933.7974327884	9602.20745112575	13092.2300894731	10890.36272366	9722.63354139702	14423.4106091934	18592.6782771555	20258.8834138027	18864.9843669	15704.1841615145	8680.85670399703	8440.40901041111	18733.2726666428
RNF213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPSM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
