"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"
"GSM3374350_response"	0.0655324010824537	0.112247224396899	0.123406003550238	0.0917293781525093	0.109844894399954	0.248328193354991
"GSM3374352_response"	0.192156406148329	0.145671616680024	0.0535674852476073	0.218304130355745	0.154960674435132	0.0607180621071339
"GSM3374356_response"	0.0875278953513544	0.12924825328711	0.121343861433453	0.176364352719338	0.109539230345476	0.0909434280362479
"GSM3374362_response"	0.0162849637540778	0.120475836700612	0.0884022105376005	0.0483410713095948	0.152463238575963	0.00725617427341748
"GSM3374366_response"	0.304049217348624	0.0111455387879746	0.018509572320886	0.310915602354214	0.2333297048553	9.08102809657349e-15
"GSM3374368_response"	0.198009831940804	0.0124870112122345	1.22405030473174e-14	0.216030519961066	0.214452028506223	1.22405030473174e-14
"GSM3374369_response"	0.123022820824498	0.150807052316334	0.059854634442455	0.238704114509667	0.0536729707764951	0.0545035400109452
"GSM3374370_response"	0.0156368717729704	0.118468095088163	0.198770056095618	1.0389820731281e-14	0.0241147607620592	0.0755264082653222
"GSM3374386_response"	0.216064978319445	0.00688869899975006	0.0122391820252177	0.0364779448691305	0.28989322111209	0.332181192650762
"GSM3374396_response"	0.275621699872212	0.0885583613954559	0.154913224530882	0.095266988982625	0.103162902438809	1.22399813195807e-14
"GSM3374401_response"	0.0819708551328537	0.116861514507258	0.0881377017042744	0.0366047141887125	0.0853061778478666	1.621813639496e-14
"GSM3374412_response"	0.204539214807663	0.0535928819783412	0.0498723008499768	0.122897554835092	0.271238876934689	0.098895541520959
"GSM3374413_response"	0.221549457889808	0.0545533540589278	0.0795252205076859	0.0742698907952098	0.382183689599557	0.00354959916309952
"GSM3374414_response"	9.32946961728453e-15	0.207373224676592	0.175701818353136	0.0163592676315416	0.0781503358504444	0.146980357154066
"GSM3374415_response"	0.00391015862766592	0.131440960473102	0.101178225296793	1.50249318454412e-14	0.0645610783502217	0.0181765193177655
"GSM3374353_non"	0.179004808262694	0.130632200363004	0.0938415972073847	0.248435559393347	0.122363970739762	0.0397047181560726
"GSM3374354_non"	0.038697177948261	0.115979158898493	0.00262768200182722	0.147380650842479	0.177424700891207	0.403855063005194
"GSM3374355_non"	0.352541973617832	0.0495197941844729	0.0575763025815333	0.232220915035742	0.167930206023964	0.00274063137291249
"GSM3374357_non"	0.14920873974249	0.155603492751217	0.236620643544946	8.94555880663678e-15	0.0063342815252943	0.0787203362366747
"GSM3374358_non"	0.267415729246876	0.0935761693294915	0.0597952116913411	0.0469820175930748	0.158692532641363	0.0527700889568162
"GSM3374359_non"	0.105154108950211	0.111920173746295	0.259017605250953	0.0552697777976056	5.30445286506157e-08	0.0140919491533672
"GSM3374360_non"	0.0558084515529759	0.188567516587746	0.135561694216561	1.35848915024988e-14	0.0152445654120435	0.0596860665860377
"GSM3374361_non"	0.0902105564184815	0.231634193058597	0.209397408065787	0.0359675559003545	0.0355929851697965	0.068326149078099
"GSM3374363_non"	0.179279531563479	0.0937728639859497	0.0445384937928408	0.393413614412569	0.0999296734349167	8.45128255772871e-15
"GSM3374364_non"	0.153806995990013	0.116772467346333	0.111452794558992	1.32829686778098e-14	0.104300392569626	0.0793740142801055
"GSM3374365_non"	0.0591146879974247	0.178888307660975	0.129024093442387	0.127660569862769	0.000611739909115123	0.126194706052586
"GSM3374367_non"	0.020203740728482	0.044104720360791	0.0855451553932813	1.65636061547334e-14	0.0222433681055494	0.0691946822592608
"GSM3374371_non"	0.0145624375867857	0.141859811271807	0.234801081674368	0.0507375205928326	0.0820647502077148	0.0603570815113251
"GSM3374372_non"	0.0144772579593177	0.258043089181616	0.169204098934032	0.0551863463324495	0.0655125357306077	0.049576256829405
"GSM3374373_non"	0.0165385460567469	0.241257565737112	0.273385318395488	9.08344650987918e-15	0.0301019310472883	0.0273705045787921
"GSM3374374_non"	0.00721807506897637	0.175979438581395	0.202008674850106	0.00724467356628158	0.0743217494251651	0.0383007262813898
"GSM3374375_non"	0.0456082907691797	0.140215987708855	0.160537663174571	0.15126781434145	0.114045772535475	0.0166829366465226
"GSM3374376_non"	0.0448658592113427	0.0802933065728942	0.141027423024156	0.00497713042101523	0.119627639811385	0.165644597898612
"GSM3374377_non"	0.0392592553465866	0.210564109929153	0.241516625117749	0.030968034503636	0.0222989979191615	0.0295267469727889
"GSM3374378_non"	0.0564861987506512	0.147879914282532	0.112108138829264	0.155517922844605	0.0998123691675387	0.107438863277241
"GSM3374379_non"	0.023340074557018	0.103960978667027	0.182059420209467	1.29919872463731e-14	0.0641854111854922	0.0884847072365467
"GSM3374380_non"	0.0250301495911941	0.175192191344271	0.112963040597293	0.0636244680458898	0.0341656452810687	0.232883409433071
"GSM3374381_non"	0.192525982736409	0.0400113048452868	0.21915669511887	0.0408615380149886	0.154354095796603	9.96287544034842e-15
"GSM3374382_non"	0.183936363518595	9.17624781569768e-15	0.0918016137568127	0.100285496485551	0.203840026785206	0.0595175532875254
"GSM3374384_non"	9.69814957896031e-15	0.0947693199448632	0.247905142037131	0.0388440919728886	9.69814957896031e-15	0.0440004642048486
"GSM3374387_non"	0.0229771154748822	0.044830310799665	0.204287037468006	0.0386249896752332	0.0157255217203976	0.0613580972019406
"GSM3374388_non"	0.0471557068982581	0.00108356317464426	0.00025993097683409	0.0132237293826049	0.528290267290937	0.248911216598215
"GSM3374392_non"	0.0234981444581375	0.0904311881423572	0.123768128308804	0.0126086651457681	0.0312419295212808	0.0896808254743146
"GSM3374394_non"	0.151034177899569	0.123406352202096	0.147055878593285	0.12201938192915	0.0279680547470318	1.32407134914882e-14
"GSM3374398_non"	1.23963466429164e-14	0.0342277517339455	0.116124654332601	0.0200354532882018	0.100792309605409	0.00759675116206255
"GSM3374400_non"	0.0365390401124215	0.171154650829837	0.0806121679579382	0.0994649943623035	0.0318410583759754	0.0926632770614247
"GSM3374402_non"	0.049657645929986	0.170670969827978	0.275651076368849	1.43419496811184e-14	0.0658055887054488	0.0448220985187603
"GSM3374403_non"	0.0507985041172065	0.123541586817692	0.211061114899294	1.59956680978754e-14	0.0823493266935347	0.0539372913418123
"GSM3374404_non"	0.0349009156153507	0.074249364509277	0.291259063663266	0.0713267640948137	0.110994688091203	0.00593002323696004
"GSM3374405_non"	0.258889250614282	0.10504506509292	0.0806748866003033	0.169490377160185	0.224609788851274	9.35061257156181e-15
"GSM3374406_non"	0.281497237518174	0.107622155705893	0.155099920245432	0.186846775140405	0.0720446646578166	1.09875941359073e-14
"GSM3374407_non"	0.147184775512972	0.068370132547988	0.0922957441834966	0.132686998544517	0.228081675967041	1.16963733086283e-14
"GSM3374408_non"	0.14144866339553	0.0661794208918958	0.0431696461527846	0.133231475219978	0.155203270600423	0.316345246082038
"GSM3374409_non"	0.0130357367111998	0.179416809433675	0.241321486747299	0.0440722817626029	0.0661045417037737	0.0523150272968256
"GSM3374410_non"	0.0968879461944357	0.131583394325919	0.00219178476819423	0.0706173090582351	0.360343868209634	0.127331178395849
"GSM3374411_non"	0.341102307351906	0.130992167479275	0.155234308057665	0.100221465822253	0.115621491808742	9.12585346179642e-15
